a;b;c;t10,N-3;sy|x;N;MeanLogArea;MeanLogMedTons;sLogArea;sLogMedTons;Bibliographic information
-0.585;0.385;;1.306;0.338;38;2.637;;0.526;;Mosier, D.L., Singer, D.A. & Berger, V.I. 2007. Volcanogenic Massive Sulfide Deposit Density. U.S. Geological Survey, Scientific Investigations Report 2007-5082. 15 p.
