a;b;c;t10,N-3;sy|x;N;MeanLogArea;MeanLogMedTons;sLogArea;sLogMedTons;Bibliographic information
0.215;0.47;;1.314972;0.359;28;2.075;;0.199;;Singer, D.A. & Menzie, W.D. 2010. Quantitative mineral resource assessments: An integrated approach. New York: Oxford University Press. 219 p.
