a;b;c;t10,N-3;sy|x;N;MeanLogArea;MeanLogMedTons;sLogArea;sLogMedTons;Bibliographic information
-1.041858;0.430677;;1.309;0.2444;33;2.622;;0.2912;;Singer, D.A. & Menzie, W.D. 2010. Quantitative mineral resource assessments: An integrated approach. New York: Oxford University Press. 219 p.
