a;b;c;t10,N-3;sy|x;N;MeanLogArea;MeanLogMedTons;sLogArea;sLogMedTons;Bibliographic information
-0.77;0.491;-0.227;1.29;0.348;109;3.173;-0.329;1.188;2.615;Singer, D.A. & Menzie, W.D. 2010. Quantitative mineral resource assessments: An integrated approach. New York: Oxford University Press. 219 p.
